zip_code,median_age,total_population,median_household_income
77037,33.5,17585.0,47381.0
77038,29.7,32142.0,47682.0
77039,31.6,27907.0,41988.0
77040,33.9,49762.0,62685.0
77041,40.2,31912.0,84928.0
77042,33.5,40747.0,51723.0
77043,35.5,25900.0,74320.0
77044,33.1,54313.0,87958.0
77045,34.1,32478.0,58373.0
77046,62.7,1254.0,145567.0
77047,33.8,33569.0,70666.0
77048,33.4,19741.0,45714.0
77049,27.8,41035.0,70736.0
77050,30.6,5949.0,30750.0
77051,30.9,16974.0,38694.0
77053,33.8,30175.0,61750.0
77054,31.4,26708.0,56447.0
77055,35.0,43362.0,69743.0
77056,40.8,21941.0,97097.0
77057,33.9,45023.0,68955.0
77058,38.1,17956.0,63267.0
77059,44.5,18370.0,158958.0
77060,27.4,46266.0,37041.0
77061,33.4,25169.0,42039.0
77062,41.0,24561.0,103477.0
77063,34.7,39554.0,51899.0
77064,32.9,49240.0,82500.0
77065,36.9,38994.0,72816.0
77066,33.3,39234.0,76716.0
77067,30.9,32405.0,49682.0
77068,35.2,11451.0,83990.0
77069,34.4,20633.0,72744.0
77070,34.3,58409.0,73579.0
77071,39.2,26990.0,56559.0
77072,34.4,61688.0,50886.0
77073,31.8,41866.0,69784.0
77074,31.9,38624.0,48196.0
77075,31.6,41271.0,71609.0
77076,29.4,33529.0,37927.0
77077,35.4,62933.0,69782.0
77078,32.7,14241.0,40873.0
77079,35.3,35097.0,99164.0
77080,32.0,47661.0,61659.0
77081,28.4,52360.0,40805.0
77082,35.8,53401.0,55962.0
77083,35.4,75004.0,61979.0
77084,33.2,108557.0,75510.0
77085,38.2,16550.0,65715.0
77086,32.4,29705.0,56200.0
77087,34.1,35960.0,50918.0
77088,34.1,54007.0,48627.0
77089,35.2,56988.0,83648.0
77090,30.0,40764.0,49438.0
77091,33.0,30357.0,34988.0
77092,33.8,36320.0,54494.0
77093,31.1,48215.0,37583.0
77094,45.6,10623.0,179387.0
77095,38.9,69644.0,90690.0
77096,36.0,33001.0,79483.0
77098,35.9,15553.0,108799.0
77099,33.6,49541.0,45691.0
77204,20.3,4310.0,
77301,31.8,34299.0,59452.0
77302,37.4,19076.0,85590.0
77303,33.3,24106.0,75448.0
77304,34.7,40317.0,74182.0
77306,32.5,16443.0,65423.0
77316,42.0,30577.0,120846.0
77318,44.3,19127.0,88162.0
77320,38.7,38170.0,50343.0
77326,69.2,235.0,
77327,29.7,33673.0,54022.0
77328,37.3,17860.0,55747.0
77331,51.2,7465.0,50123.0
77334,42.8,226.0,
77335,40.7,3157.0,52355.0
77336,39.1,11835.0,82105.0
77338,31.9,47997.0,68239.0
77339,39.3,43810.0,81274.0
77340,30.5,33969.0,41008.0
77341,,,
77342,,,
77345,41.7,26791.0,159013.0
77346,36.4,70704.0,122321.0
77350,44.9,134.0,50000.0
77351,44.6,34676.0,59245.0
77354,38.1,40094.0,112562.0
77355,42.3,31593.0,107714.0
77356,48.5,29515.0,112394.0
77357,30.8,30907.0,69521.0
77358,44.2,5013.0,71966.0
77359,72.2,265.0,55331.0
77360,43.8,5700.0,58076.0
77362,39.5,6626.0,84612.0
77363,42.5,3177.0,49946.0
77364,63.1,2005.0,53548.0
77365,34.7,39385.0,90493.0
77367,51.6,460.0,71199.0
77368,,,
77369,53.9,598.0,
77371,36.3,7370.0,57056.0
77372,35.6,13364.0,72749.0
77373,33.0,64828.0,83835.0
77374,50.4,378.0,81411.0
77375,34.0,67965.0,93886.0
77376,41.7,596.0,29498.0
77377,38.9,38188.0,114943.0
77378,37.6,18112.0,66882.0
77379,36.5,83247.0,110361.0
77380,36.4,30034.0,82383.0
77381,43.7,36414.0,143198.0
77382,40.8,41085.0,162774.0
77384,39.8,22958.0,99884.0
77385,33.5,26497.0,109677.0
77386,33.8,66816.0,131285.0
77388,35.1,52127.0,99591.0
77389,33.9,43674.0,142611.0
77396,33.3,60253.0,76919.0
77401,44.3,17233.0,215197.0
77406,37.7,63187.0,139280.0
77407,33.5,76600.0,106131.0
77412,,,
77414,35.8,24107.0,54859.0
77415,31.5,393.0,71908.0
77417,35.0,3267.0,55208.0
77418,41.0,10384.0,79444.0
77419,29.4,746.0,45614.0
77420,33.0,2313.0,57266.0
77422,44.7,14302.0,68937.0
77423,32.2,15627.0,85082.0
77426,53.2,2086.0,94091.0
77428,54.6,94.0,
77429,37.3,90790.0,123172.0
77430,42.0,1718.0,106094.0
77431,88.2,345.0,16513.0
77432,,,
77433,33.1,107887.0,134390.0
77434,29.7,4103.0,60227.0
77435,42.6,4242.0,62701.0
77436,,,
77437,37.1,18466.0,63810.0
77440,52.1,121.0,
77441,39.0,27067.0,170261.0
77442,19.2,1451.0,56042.0
77443,,114.0,
77444,32.2,809.0,
77445,30.6,14680.0,57217.0
77446,20.4,6276.0,33466.0
77447,31.9,19196.0,100250.0
77448,35.1,186.0,
77449,33.5,122098.0,82300.0
77450,37.5,72651.0,103245.0
77451,36.4,472.0,55417.0
77453,11.6,187.0,
77454,57.4,159.0,
77455,30.0,1962.0,61401.0
77456,20.7,1345.0,58443.0
77457,62.6,526.0,34531.0
77458,,13.0,
77459,38.2,79937.0,128851.0
77460,30.5,132.0,
77461,36.2,12719.0,69766.0
77464,31.8,411.0,54583.0
77465,42.6,7272.0,65515.0
77466,57.8,335.0,45588.0
77467,,,
77468,,,
77469,35.4,60971.0,98210.0
77470,41.8,404.0,48478.0
77471,32.2,43116.0,67743.0
77473,68.7,24.0,
77474,38.9,14819.0,74139.0
77475,70.1,446.0,58255.0
77476,53.0,270.0,65491.0
77477,33.7,33771.0,71746.0
77478,48.2,23105.0,110032.0
77479,40.9,91618.0,154658.0
77480,39.0,8017.0,76445.0
77481,84.4,103.0,
77482,43.1,1403.0,71359.0
77483,34.1,319.0,
77484,31.8,13661.0,72485.0
77485,39.2,3454.0,46528.0
77486,38.1,7689.0,88809.0
77488,40.6,14205.0,53167.0
77489,36.5,37748.0,71858.0
77493,31.7,55317.0,110220.0
77494,37.7,130920.0,144444.0
77498,35.2,54402.0,93703.0
77502,31.5,36374.0,58714.0
77503,33.6,23248.0,67697.0
77504,32.6,25401.0,52620.0
77505,35.6,23179.0,90917.0
77506,28.4,37561.0,51810.0
77507,30.1,561.0,70406.0
77510,43.4,13506.0,92344.0
77511,34.1,50799.0,74466.0
77514,40.1,5541.0,61569.0
77515,38.5,33406.0,84443.0
77517,41.0,6160.0,81618.0
77518,32.1,10313.0,52246.0
77519,48.2,561.0,90571.0
77520,37.4,36488.0,53226.0
77521,33.0,66215.0,74948.0
77523,33.4,27489.0,131444.0
77530,29.8,31304.0,62455.0
77531,30.7,15842.0,69676.0
77532,36.2,31384.0,91471.0
77533,44.9,1059.0,56466.0
77534,34.7,3210.0,100483.0
77535,35.2,36841.0,77148.0
77536,37.5,33111.0,90468.0
77538,39.9,987.0,75294.0
77539,36.5,47240.0,83707.0
77541,37.0,17087.0,55237.0
77545,37.1,25988.0,89784.0
77546,38.7,53830.0,117118.0
77547,27.3,9336.0,41485.0
77550,39.2,23215.0,47366.0
77551,37.1,22521.0,56620.0
77554,53.4,9825.0,86912.0
77555,42.5,3.0,
77560,38.6,1079.0,95486.0
77561,29.3,45.0,
77562,35.2,9793.0,64225.0
77563,40.6,10382.0,77917.0
77564,50.2,1907.0,48315.0
77565,48.4,6493.0,81921.0
77566,34.6,30538.0,91806.0
77568,37.1,20417.0,63806.0
77571,36.4,37346.0,80778.0
77573,37.0,95704.0,119948.0
77575,37.4,16392.0,51285.0
77577,45.6,1106.0,61006.0
77578,37.5,24322.0,126498.0
77580,,,
77581,37.1,50554.0,105053.0
77582,49.1,363.0,98929.0
77583,36.3,44443.0,110852.0
77584,36.0,90364.0,112994.0
77585,32.1,1036.0,
77586,41.8,23802.0,105076.0
77587,28.3,16185.0,50925.0
77590,36.4,33347.0,57293.0
77591,35.7,15914.0,62135.0
77597,35.9,398.0,
77598,34.5,26635.0,56551.0
77611,38.0,9814.0,98718.0
77612,37.3,9725.0,59666.0
77613,39.9,855.0,51786.0
77614,57.6,493.0,28698.0
77615,47.5,339.0,59688.0
77616,37.2,686.0,
77617,67.4,38.0,70536.0
77619,38.9,17110.0,64737.0
77622,29.3,1990.0,117779.0
77623,60.9,515.0,64318.0
77624,63.3,644.0,47917.0
77625,39.9,8274.0,67942.0
77627,38.1,22180.0,75461.0
77629,50.5,576.0,53527.0
77630,35.4,29160.0,61223.0
77632,40.4,21451.0,83679.0
77640,37.9,16896.0,49122.0
77642,30.9,38720.0,42076.0
77650,65.4,2073.0,61211.0
77651,39.0,13635.0,85086.0
77655,59.4,294.0,68472.0
77656,41.9,17280.0,61286.0
77657,39.5,21084.0,86611.0
77659,33.5,6305.0,93780.0
77660,51.8,1111.0,52647.0
77661,16.5,371.0,
77662,40.4,25849.0,68901.0
77663,42.5,888.0,
77664,49.4,2621.0,64643.0
77665,41.6,6593.0,70564.0
77701,36.8,12955.0,46653.0
77702,40.4,3234.0,61042.0
77703,32.2,11704.0,27972.0
77705,38.3,38228.0,47311.0
77706,38.3,29693.0,70772.0
77707,34.8,18124.0,64545.0
77708,36.6,13284.0,56151.0
77713,35.8,14458.0,84710.0
77801,22.8,15163.0,30849.0
77802,37.5,24226.0,65150.0
77803,30.4,32130.0,51914.0
77807,32.2,12949.0,71966.0
77808,41.4,14666.0,92868.0
77830,40.9,2815.0,103635.0
77831,50.3,3095.0,58250.0
77833,40.1,28884.0,63474.0
77835,43.7,2912.0,80385.0
77836,44.9,12042.0,75357.0
77837,47.2,1439.0,53523.0
77840,22.1,53891.0,30049.0
77843,19.4,7591.0,
77845,32.2,73969.0,87391.0
77852,,14.0,
77853,51.5,1009.0,55238.0
77855,61.4,64.0,
77856,37.4,4748.0,84940.0
77857,47.7,1033.0,55417.0
77859,39.2,7220.0,49817.0
77861,43.1,2921.0,67113.0
77863,12.1,348.0,
77864,37.7,7565.0,67574.0
77865,35.9,2141.0,84602.0
77866,,,
77867,47.4,211.0,29531.0
77868,38.1,17559.0,59534.0
77871,55.5,2528.0,56544.0
77872,33.2,2327.0,76250.0
77873,47.7,1287.0,76705.0
77875,,,
77876,46.5,175.0,67457.0
77878,43.8,705.0,47403.0
77879,44.8,4876.0,69636.0
77880,57.2,2041.0,87324.0
77882,,36.0,
77901,32.8,40137.0,52823.0
77904,38.2,29761.0,85410.0
77905,40.3,16500.0,77146.0
77950,54.0,156.0,55455.0
77951,41.1,1246.0,24331.0
77954,40.9,10918.0,61382.0
77957,40.8,8492.0,63750.0
77960,,55.0,
77961,,137.0,
77962,32.9,3813.0,79004.0
77963,40.6,5246.0,55313.0
77964,43.2,7911.0,60435.0
77968,39.2,3220.0,77794.0
77969,54.4,224.0,78125.0
77970,33.1,273.0,83542.0
77971,47.8,854.0,56124.0
77973,55.4,23.0,
77974,36.1,565.0,59000.0
77975,48.6,1643.0,55533.0
77976,65.6,49.0,
77977,40.4,536.0,22500.0
77978,41.3,458.0,90625.0
77979,37.4,16607.0,60782.0
77982,64.6,791.0,91150.0
77983,37.9,2337.0,80541.0
77984,47.6,4365.0,84177.0
77986,,16.0,
77987,38.0,146.0,109375.0
77988,52.7,161.0,61913.0
77990,52.1,962.0,74250.0
77991,18.4,526.0,119531.0
77993,41.5,214.0,
77994,32.2,430.0,81544.0
77995,39.1,10890.0,54300.0
78001,,,
78002,30.9,8047.0,64792.0
78003,52.0,8940.0,63052.0
78004,65.2,610.0,137598.0
78005,41.3,1421.0,66093.0
78006,42.5,41236.0,107803.0
78007,14.0,196.0,62143.0
78008,33.1,365.0,
78009,42.3,9202.0,98732.0
78010,45.9,4174.0,73682.0
78011,32.6,1608.0,27193.0
78012,32.4,253.0,46000.0
78013,50.9,5169.0,75838.0
78014,35.7,5245.0,67994.0
78015,37.7,21583.0,146838.0
78016,41.9,11345.0,56205.0
78017,32.9,5471.0,72188.0
78019,37.4,1877.0,49306.0
78021,,5.0,
78022,37.7,4724.0,57833.0
78023,43.5,28195.0,129145.0
78024,55.9,1190.0,71386.0
78025,49.4,5264.0,64340.0
78026,41.4,6426.0,74047.0
78027,48.7,460.0,103194.0
78028,47.2,39906.0,64768.0
78029,,,
78039,44.6,2193.0,69669.0
78040,29.6,36727.0,33819.0
78041,31.4,47594.0,61696.0
78043,28.5,44443.0,54816.0
78044,37.1,397.0,
78045,32.2,67686.0,85219.0
78046,26.0,69422.0,51667.0
78050,31.3,713.0,92679.0
78052,37.7,6339.0,69583.0
78055,55.8,2036.0,67560.0
78056,42.4,2096.0,115885.0
78057,48.6,556.0,
78058,63.7,871.0,98661.0
78059,36.9,6106.0,72648.0
78061,32.6,10892.0,45783.0
78062,,,
78063,50.3,10309.0,78149.0
78064,35.3,15969.0,71180.0
78065,36.3,11741.0,59450.0
78066,68.3,707.0,88532.0
78067,39.1,811.0,69181.0
78069,32.5,7124.0,73355.0
78070,47.9,18529.0,99219.0
78071,38.4,3837.0,45426.0
78072,39.1,437.0,53056.0
78073,32.4,9219.0,64375.0
78074,,69.0,
78075,74.5,154.0,
78076,30.5,13037.0,34779.0
78101,40.9,8863.0,83052.0
78102,35.4,26887.0,51147.0
78104,27.1,86.0,66771.0
78107,59.5,310.0,
78108,35.5,46463.0,111863.0
78109,33.2,52507.0,81152.0
78111,,,
78112,37.4,10234.0,55481.0
78113,45.2,2691.0,87865.0
78114,40.8,23351.0,83511.0
78116,70.0,220.0,
78117,40.4,667.0,84479.0
78118,39.3,4147.0,61577.0
78119,35.5,7147.0,
78121,38.9,14461.0,114338.0
78122,64.3,207.0,148125.0
78123,46.7,2310.0,92004.0
78124,42.5,7250.0,78571.0
78125,74.8,21.0,24167.0
78130,35.1,91275.0,82896.0
78132,43.3,37386.0,119561.0
78133,49.2,22120.0,78674.0
78140,27.6,3889.0,66940.0
78141,55.0,850.0,45104.0
78142,80.4,35.0,36042.0
78143,45.8,191.0,
78144,,,
78145,37.4,81.0,45313.0
78146,35.2,798.0,
78147,30.0,1709.0,69917.0
78148,34.9,22236.0,71368.0
78150,,,
78151,30.7,1592.0,38225.0
78152,41.3,2969.0,113205.0
78154,37.5,40535.0,95422.0
78155,37.5,52295.0,68430.0
78159,43.4,587.0,32000.0
78160,41.3,5008.0,81649.0
78161,32.3,519.0,52552.0
78162,29.8,343.0,44091.0
78163,46.3,15389.0,127650.0
78164,44.9,3397.0,58750.0
78201,37.7,45355.0,40356.0
78202,39.0,9695.0,39759.0
78203,36.5,5174.0,32500.0
78204,34.0,11969.0,47620.0
78205,44.0,1741.0,36746.0
78207,32.7,51381.0,28500.0
78208,33.9,4186.0,23864.0
78209,36.9,43184.0,79914.0
78210,35.2,33413.0,50169.0
78211,36.2,31433.0,50183.0
78212,38.1,26911.0,58029.0
78213,35.3,42321.0,51118.0
78214,36.7,22914.0,38591.0
78215,32.7,3231.0,77725.0
78216,35.1,42379.0,54394.0
78217,35.6,32152.0,53795.0
78218,36.1,37122.0,52151.0
78219,33.2,16442.0,49534.0
78220,34.8,16919.0,39694.0
78221,35.0,40272.0,57209.0
78222,34.9,24866.0,66836.0
78223,34.9,55063.0,45687.0
78224,31.0,20965.0,53841.0
78225,37.7,13802.0,43883.0
78226,33.1,7357.0,30669.0
78227,33.4,45553.0,45396.0
78228,34.9,57172.0,46736.0
78229,29.8,34082.0,44574.0
78230,38.2,42387.0,69171.0
78231,38.7,9972.0,106719.0
78232,38.5,36169.0,85029.0
78233,34.6,47172.0,68157.0
78234,20.9,5534.0,85903.0
78235,27.4,2548.0,60202.0
78236,21.3,8154.0,73750.0
78237,34.1,38492.0,38447.0
78238,34.7,25900.0,54287.0
78239,36.0,30482.0,71721.0
78240,31.9,57532.0,61241.0
78242,27.8,36404.0,45589.0
78243,22.0,299.0,
78244,33.0,36234.0,64968.0
78245,30.8,92770.0,83005.0
78247,37.4,49888.0,84283.0
78248,42.9,13366.0,125089.0
78249,28.2,60769.0,78836.0
78250,34.5,59434.0,80403.0
78251,31.7,62064.0,74572.0
78252,31.6,15624.0,80270.0
78253,32.7,63735.0,104951.0
78254,31.9,76945.0,108322.0
78255,40.5,18149.0,149188.0
78256,27.0,12195.0,70177.0
78257,37.2,9783.0,74437.0
78258,37.5,48344.0,110635.0
78259,38.9,26568.0,98399.0
78260,39.4,35972.0,136602.0
78261,37.2,25729.0,127813.0
78263,41.4,5642.0,91224.0
78264,35.4,12545.0,48870.0
78266,47.7,6913.0,132024.0
78330,41.4,489.0,53077.0
78332,35.0,27003.0,44499.0
78336,41.9,11774.0,57699.0
78338,,,
78339,49.7,316.0,
78340,53.4,396.0,52857.0
78341,26.5,1508.0,55469.0
78342,51.3,363.0,50125.0
78343,43.8,4554.0,56150.0
78344,48.2,488.0,80583.0
78347,,24.0,
78349,28.4,568.0,33750.0
78351,20.7,652.0,35697.0
78352,29.3,235.0,
78353,55.9,381.0,36477.0
78355,38.0,7080.0,30874.0
78357,31.7,2817.0,61875.0
78358,62.8,832.0,45859.0
78359,32.4,2122.0,34691.0
78360,,,
78361,25.2,4830.0,42292.0
78362,37.9,10737.0,75384.0
78363,28.1,29246.0,51908.0
78368,41.8,8989.0,40153.0
78369,43.7,220.0,
78370,36.4,5350.0,61350.0
78371,48.6,130.0,39063.0
78372,37.2,4999.0,52083.0
78373,57.4,3242.0,80250.0
78374,34.1,20037.0,82791.0
78375,27.2,3238.0,46529.0
78376,49.6,258.0,61346.0
78377,39.9,3296.0,45884.0
78379,50.4,1597.0,66019.0
78380,40.7,24055.0,57188.0
78382,51.1,19425.0,59131.0
78383,43.7,4374.0,68996.0
78384,36.0,5510.0,44324.0
78385,39.9,116.0,45455.0
78387,35.9,9148.0,47951.0
78389,37.2,2097.0,41295.0
78390,35.3,5737.0,62500.0
78391,38.5,150.0,67857.0
78393,43.0,1966.0,57440.0
78401,48.3,4583.0,29968.0
78402,37.8,308.0,52560.0
78404,42.9,14873.0,56488.0
78405,36.4,14901.0,34063.0
78406,34.0,2240.0,49653.0
78407,42.0,1796.0,50933.0
78408,37.1,10104.0,40910.0
78409,34.5,2424.0,62926.0
78410,33.0,28167.0,82467.0
78411,38.9,23492.0,58667.0
78412,29.9,40398.0,57503.0
78413,35.3,35750.0,72849.0
78414,33.4,48891.0,95423.0
78415,34.6,42831.0,51970.0
78416,40.3,13865.0,44320.0
78417,38.6,4542.0,56325.0
78418,42.5,29626.0,89769.0
78419,24.5,553.0,77750.0
78501,35.9,59954.0,47809.0
78503,30.9,21799.0,44879.0
78504,31.1,60999.0,71648.0
78516,30.5,34469.0,50282.0
78520,31.8,62344.0,45093.0
78521,30.9,87040.0,38633.0
78526,28.8,59547.0,66339.0
78535,45.2,633.0,37838.0
78536,37.5,404.0,41136.0
78537,26.1,51034.0,35214.0
78538,33.1,10091.0,41081.0
78539,34.8,37182.0,60202.0
78540,,,
78541,27.0,48558.0,45738.0
78542,27.0,83925.0,51979.0
78543,36.0,8614.0,46624.0
78545,45.3,444.0,21875.0
78547,22.3,358.0,11125.0
78548,33.0,1384.0,39306.0
78549,29.5,838.0,
78550,33.1,54441.0,46341.0
78552,34.2,40824.0,62235.0
78557,28.8,14075.0,45919.0
78558,46.5,533.0,
78559,31.0,12973.0,42861.0
78560,30.6,4500.0,51637.0
78561,35.9,900.0,26339.0
78562,31.8,3157.0,58846.0
78563,64.1,62.0,65476.0
78564,27.2,48.0,
78565,74.4,57.0,
78566,32.4,24232.0,55121.0
78567,26.9,484.0,36250.0
78569,40.6,4133.0,53150.0
78570,27.7,35043.0,38396.0
78572,37.8,76753.0,50562.0
78573,27.7,43555.0,47038.0
78574,27.7,63165.0,45379.0
78575,38.4,4649.0,69971.0
78576,19.6,13466.0,39956.0
78577,29.4,79496.0,44871.0
78578,44.1,10540.0,49396.0
78579,28.5,3063.0,27941.0
78580,31.4,13344.0,44362.0
78582,28.0,44988.0,40221.0
78583,41.6,6384.0,59217.0
78584,29.3,17721.0,29398.0
78585,,,
78586,30.2,49504.0,42515.0
78588,52.2,124.0,
78589,29.5,40115.0,50099.0
78590,27.6,711.0,32857.0
78591,44.6,270.0,
78592,48.3,587.0,30156.0
78593,30.1,5015.0,34773.0
78594,46.7,1398.0,23258.0
78595,33.1,6128.0,46125.0
78596,32.8,36545.0,53097.0
78597,58.5,2386.0,62557.0
78598,67.2,108.0,23523.0
78599,26.6,35999.0,56566.0
78602,39.4,34978.0,82500.0
78605,39.0,7463.0,79092.0
78606,46.6,6942.0,89688.0
78607,48.8,208.0,54531.0
78608,65.3,298.0,90500.0
78609,63.2,1880.0,67578.0
78610,35.8,44410.0,103562.0
78611,48.5,13815.0,74098.0
78612,31.1,19354.0,81275.0
78613,37.4,88189.0,116893.0
78614,60.2,302.0,58553.0
78615,30.3,1781.0,73462.0
78616,33.8,8821.0,68191.0
78617,33.5,29244.0,74773.0
78618,65.4,310.0,84688.0
78619,44.6,6067.0,171398.0
78620,41.7,19893.0,138639.0
78621,38.2,26133.0,92103.0
78622,40.6,353.0,64583.0
78623,62.9,1094.0,100000.0
78624,49.8,23538.0,71082.0
78626,33.9,40758.0,94927.0
78628,40.2,41428.0,111491.0
78629,35.5,12054.0,64807.0
78631,46.5,2818.0,66875.0
78632,42.6,1188.0,63173.0
78633,67.9,27292.0,95510.0
78634,36.5,41099.0,105023.0
78635,73.9,73.0,
78636,52.5,3582.0,65313.0
78638,40.5,1982.0,60000.0
78639,53.8,8274.0,55870.0
78640,33.0,68265.0,83735.0
78641,36.4,87106.0,124614.0
78642,36.2,20699.0,117490.0
78643,52.4,6811.0,64451.0
78644,38.7,20088.0,70496.0
78645,53.0,14344.0,107736.0
78648,48.8,8250.0,55406.0
78650,40.4,2807.0,62125.0
78652,39.9,5199.0,126333.0
78653,31.7,32884.0,95651.0
78654,42.1,19379.0,65503.0
78655,46.6,3671.0,53750.0
78656,32.3,2631.0,56923.0
78657,59.8,6958.0,81518.0
78658,65.0,78.0,
78659,48.4,2782.0,82635.0
78660,34.8,113386.0,105874.0
78661,33.9,437.0,
78662,46.2,3035.0,67756.0
78663,57.9,599.0,150593.0
78664,34.5,62168.0,83599.0
78665,35.4,61640.0,113365.0
78666,26.5,86530.0,52432.0
78669,47.8,10802.0,125600.0
78670,44.5,156.0,82589.0
78671,56.3,755.0,32093.0
78672,70.5,687.0,46033.0
78674,35.4,233.0,89500.0
78675,60.9,96.0,33068.0
78676,49.0,15321.0,86122.0
78677,,12.0,
78681,39.4,57760.0,123948.0
78701,41.5,10659.0,148049.0
78702,34.5,25723.0,87342.0
78703,39.8,22669.0,139617.0
78704,33.7,50250.0,89258.0
78705,21.1,32644.0,24126.0
78712,21.4,210.0,
78717,36.3,34499.0,136960.0
78719,46.0,1511.0,53712.0
78721,33.8,10445.0,80573.0
78722,34.8,6308.0,92543.0
78723,35.3,37000.0,81986.0
78724,31.3,28331.0,69925.0
78725,38.5,9896.0,94603.0
78726,36.0,13696.0,96352.0
78727,35.3,30601.0,104347.0
78728,33.8,27111.0,70092.0
78729,34.7,31309.0,78889.0
78730,44.4,9746.0,141794.0
78731,40.4,26314.0,98555.0
78732,38.3,19311.0,187286.0
78733,43.3,9014.0,193786.0
78734,50.1,21685.0,125074.0
78735,37.7,19793.0,118593.0
78736,43.1,9352.0,96385.0
78737,36.9,24951.0,151635.0
78738,42.4,28613.0,158194.0
78739,40.1,19907.0,205821.0
78741,29.8,45780.0,59049.0
78742,25.4,1241.0,67500.0
78744,32.2,49452.0,74702.0
78745,37.5,61322.0,80437.0
78746,42.1,28329.0,174367.0
78747,36.2,21253.0,90704.0
78748,36.0,53550.0,94143.0
78749,42.2,34714.0,118174.0
78750,39.8,28564.0,118186.0
78751,30.2,16326.0,75972.0
78752,32.4,22599.0,62931.0
78753,32.0,59951.0,60045.0
78754,34.1,31110.0,88382.0
78756,35.5,9816.0,97264.0
78757,38.1,25183.0,96667.0
78758,32.3,51185.0,68322.0
78759,38.0,45400.0,97688.0
78801,32.2,21248.0,54375.0
78802,,,
78827,58.1,742.0,28438.0
78828,68.5,83.0,66250.0
78829,24.6,1124.0,35132.0
78830,37.1,479.0,32188.0
78832,47.5,3157.0,52386.0
78833,49.0,1261.0,38250.0
78834,36.0,7386.0,26508.0
78836,42.4,65.0,67396.0
78837,65.8,128.0,
78838,70.1,105.0,
78839,33.8,7415.0,57083.0
78840,31.9,47030.0,57201.0
78841,,,
78842,,,
78843,23.0,459.0,
78850,39.0,827.0,75667.0
78851,,61.0,
78852,29.9,56745.0,48911.0
78860,,,
78861,36.9,13131.0,60216.0
78870,39.7,1302.0,70411.0
78871,42.2,32.0,
78872,26.8,1161.0,38063.0
78873,56.3,1278.0,59091.0
78877,49.5,1061.0,39785.0
78879,45.8,291.0,71250.0
78880,40.0,1269.0,36563.0
78881,52.6,1415.0,34259.0
78883,70.2,267.0,72539.0
78884,47.1,1068.0,73583.0
78885,62.8,100.0,78750.0
78886,46.5,393.0,118125.0
78931,53.3,210.0,
78932,58.8,486.0,68214.0
78933,45.5,1120.0,68125.0
78934,47.5,6478.0,64375.0
78935,63.5,594.0,
78938,39.4,221.0,62917.0
78940,56.4,2071.0,86604.0
78941,45.2,3430.0,70588.0
78942,41.4,9746.0,66184.0
78943,50.7,304.0,
78944,58.7,676.0,119038.0
78945,48.0,10718.0,70035.0
78946,47.1,931.0,70458.0
78947,40.7,4818.0,73984.0
78948,47.6,689.0,
78949,48.2,662.0,86410.0
78950,46.7,2376.0,98391.0
78951,,,
78953,52.3,1145.0,84802.0
78954,55.8,1272.0,97857.0
78956,42.8,5067.0,65744.0
78957,39.9,9887.0,63732.0
78959,48.4,1601.0,57610.0
78962,45.5,5202.0,71755.0
78963,52.1,608.0,87105.0
79001,48.0,210.0,128750.0
79002,59.4,33.0,93750.0
79003,39.8,132.0,86250.0
79005,32.2,1669.0,67462.0
79007,36.9,13928.0,58524.0
79008,,,
79009,40.4,1627.0,40908.0
79010,16.1,423.0,97708.0
79011,56.1,214.0,80125.0
79012,,,
79013,30.0,3019.0,49013.0
79014,40.5,3195.0,67411.0
79015,34.1,22659.0,86793.0
79016,19.5,600.0,
79018,45.2,399.0,54375.0
79019,45.1,1800.0,70167.0
79021,57.3,72.0,74375.0
79022,36.2,10672.0,75880.0
79024,46.4,339.0,68750.0
79025,,13.0,
79027,34.3,4720.0,63933.0
79029,29.8,15358.0,65101.0
79031,40.2,1263.0,50455.0
79032,34.1,114.0,48194.0
79033,53.9,26.0,
79034,36.2,510.0,80625.0
79035,38.4,5439.0,77938.0
79036,40.3,5147.0,72963.0
79039,38.8,695.0,52269.0
79040,33.0,2271.0,77933.0
79041,50.7,2612.0,55331.0
79042,30.5,1103.0,56607.0
79043,32.6,1634.0,53018.0
79044,38.8,662.0,52366.0
79045,31.6,18597.0,52124.0
79046,37.7,588.0,91875.0
79051,,4.0,
79052,35.1,1157.0,57646.0
79053,16.6,95.0,40000.0
79054,31.3,551.0,68750.0
79056,59.1,65.0,
79057,38.2,1167.0,66000.0
79058,,,
79059,41.0,645.0,59375.0
79061,54.4,328.0,81563.0
79062,23.3,330.0,
79063,43.6,629.0,72708.0
79064,36.6,2371.0,60625.0
79065,36.7,19549.0,54351.0
79066,,12.0,
79068,42.4,3269.0,84310.0
79070,32.6,9693.0,62077.0
79072,31.5,25747.0,49104.0
79073,14.5,16.0,
79078,54.8,150.0,
79079,36.9,2409.0,50066.0
79080,47.7,437.0,39286.0
79081,35.4,3257.0,63333.0
79082,40.9,197.0,
79083,34.7,1715.0,56250.0
79084,41.2,1402.0,53462.0
79085,,,
79086,37.4,3420.0,56667.0
79087,36.2,838.0,63008.0
79088,35.4,5355.0,32976.0
79091,11.8,70.0,
79092,41.4,1277.0,72829.0
79093,53.3,127.0,75147.0
79094,73.8,12.0,
79095,38.1,2736.0,51395.0
79096,40.6,2001.0,66037.0
79097,40.5,1063.0,113125.0
