zip_code,median_age,total_population,median_household_income
79098,53.8,450.0,38105.0
79101,51.1,2498.0,38291.0
79102,36.4,8805.0,47878.0
79103,32.1,10961.0,53879.0
79104,34.5,6253.0,45119.0
79106,33.8,27992.0,50271.0
79107,32.6,38441.0,38047.0
79108,40.4,11161.0,60115.0
79109,37.7,42659.0,67831.0
79110,31.9,18844.0,63647.0
79111,27.8,1854.0,67375.0
79118,36.6,26937.0,82990.0
79119,36.3,22371.0,94044.0
79121,46.3,5696.0,73375.0
79124,42.7,11207.0,101604.0
79201,32.6,6799.0,55938.0
79220,36.6,212.0,45750.0
79223,40.5,103.0,
79225,36.4,901.0,69659.0
79226,39.1,2713.0,49318.0
79227,51.9,1125.0,42237.0
79229,57.2,255.0,42917.0
79230,61.3,60.0,48393.0
79231,,20.0,
79233,33.8,96.0,
79234,42.5,106.0,78523.0
79235,33.0,3152.0,48140.0
79236,35.8,189.0,59375.0
79237,59.2,429.0,78194.0
79239,74.7,104.0,31250.0
79240,21.8,249.0,125625.0
79241,43.9,2138.0,54125.0
79243,58.5,21.0,26786.0
79244,41.1,789.0,71513.0
79245,44.6,2227.0,44095.0
79247,65.6,23.0,
79248,35.6,1520.0,37500.0
79250,45.3,1136.0,43438.0
79251,59.8,32.0,
79252,44.5,2702.0,59244.0
79255,50.2,412.0,49583.0
79256,59.2,288.0,36382.0
79257,49.5,854.0,32800.0
79258,,8.0,
79259,76.7,58.0,
79261,35.1,381.0,57188.0
79311,38.1,3705.0,63958.0
79312,37.6,1176.0,53646.0
79313,39.4,1451.0,57619.0
79314,31.1,104.0,
79316,35.7,10109.0,41698.0
79322,39.4,1877.0,49432.0
79323,28.3,7275.0,71723.0
79324,,4.0,
79325,31.5,2374.0,74875.0
79326,19.0,59.0,
79329,37.7,3306.0,69725.0
79330,54.5,60.0,121429.0
79331,34.0,11619.0,42500.0
79336,35.0,15489.0,51257.0
79339,36.5,6704.0,49444.0
79342,48.0,362.0,98068.0
79343,41.6,1443.0,61250.0
79344,,,
79345,40.4,1059.0,64688.0
79346,37.6,1790.0,39850.0
79347,30.2,7182.0,70509.0
79350,47.7,398.0,44563.0
79351,40.6,1100.0,60833.0
79353,52.2,23.0,111875.0
79355,34.1,1573.0,79340.0
79356,41.6,5654.0,52870.0
79357,39.4,1936.0,55938.0
79358,30.0,1412.0,75417.0
79359,36.3,3321.0,53750.0
79360,29.0,16858.0,81607.0
79363,39.5,5506.0,77264.0
79364,36.6,7541.0,57151.0
79366,54.4,1073.0,120156.0
79367,30.2,598.0,44464.0
79369,42.0,47.0,
79370,47.6,1166.0,46797.0
79371,33.3,1387.0,68650.0
79372,33.0,1483.0,61563.0
79373,38.5,2897.0,50758.0
79376,7.3,112.0,
79377,23.7,322.0,36932.0
79378,37.4,234.0,112941.0
79379,40.5,698.0,58750.0
79380,43.7,83.0,51875.0
79381,30.0,1500.0,63688.0
79382,33.2,8999.0,82981.0
79383,27.2,85.0,
79401,23.1,9431.0,23400.0
79402,,,
79403,34.9,16194.0,41582.0
79404,40.2,8935.0,45653.0
79406,19.3,7765.0,
79407,29.1,23177.0,61563.0
79410,27.3,10502.0,44650.0
79411,31.2,6437.0,39259.0
79412,34.1,15161.0,44610.0
79413,30.2,23523.0,65719.0
79414,28.9,18027.0,48587.0
79415,26.5,17086.0,37072.0
79416,28.7,35524.0,65774.0
79423,36.0,42284.0,82854.0
79424,38.2,50448.0,91572.0
79501,40.6,2648.0,53539.0
79502,33.4,1244.0,65114.0
79503,42.9,150.0,90795.0
79504,46.8,3181.0,66208.0
79505,31.8,225.0,38295.0
79506,63.2,546.0,39306.0
79508,45.0,1041.0,74583.0
79510,39.7,8058.0,64338.0
79511,37.1,1044.0,81071.0
79512,32.1,7879.0,49602.0
79517,53.8,140.0,63889.0
79518,60.1,115.0,
79519,49.9,57.0,152938.0
79520,37.0,2552.0,52847.0
79521,42.1,3359.0,60227.0
79525,43.0,2829.0,67306.0
79526,44.0,946.0,66875.0
79527,47.6,274.0,80417.0
79528,47.5,524.0,69342.0
79529,39.7,1132.0,35329.0
79530,45.6,505.0,51250.0
79532,36.6,754.0,50625.0
79533,48.8,442.0,41406.0
79534,48.3,213.0,91389.0
79535,60.8,117.0,53750.0
79536,31.5,6123.0,67788.0
79537,39.4,40.0,43571.0
79538,59.4,173.0,
79539,44.0,197.0,55179.0
79540,52.5,38.0,100000.0
79541,34.2,1253.0,58901.0
79543,34.2,1178.0,63403.0
79544,36.7,577.0,56786.0
79545,31.0,1873.0,51179.0
79546,40.1,1749.0,49650.0
79547,45.8,867.0,29258.0
79548,42.3,162.0,53750.0
79549,35.0,15608.0,57063.0
79553,36.0,3081.0,48313.0
79556,36.6,12621.0,47221.0
79560,67.3,60.0,
79561,53.0,508.0,71818.0
79562,37.9,4157.0,117901.0
79563,46.3,1024.0,53553.0
79565,32.6,365.0,115536.0
79566,55.3,228.0,46875.0
79567,38.6,3064.0,47039.0
79601,29.5,26603.0,53049.0
79602,38.2,26487.0,78850.0
79603,34.7,24189.0,52055.0
79605,33.5,28989.0,56890.0
79606,33.2,27797.0,73381.0
79607,22.0,3699.0,58372.0
79699,20.0,116.0,
79701,31.5,28461.0,57500.0
79703,31.0,21434.0,88718.0
79705,32.1,41140.0,95939.0
79706,33.0,32527.0,99515.0
79707,31.9,39347.0,99732.0
79713,39.3,879.0,69500.0
79714,32.4,18362.0,86458.0
79718,57.1,625.0,31250.0
79719,29.9,345.0,29408.0
79720,37.7,32297.0,66655.0
79721,41.6,558.0,
79730,24.1,104.0,
79731,40.1,4387.0,71818.0
79733,27.3,397.0,73333.0
79734,58.9,1859.0,43646.0
79735,37.4,13056.0,59167.0
79738,36.1,326.0,80179.0
79739,36.3,939.0,125125.0
79741,38.8,380.0,100274.0
79742,37.2,419.0,75156.0
79743,36.7,267.0,105385.0
79744,27.6,1749.0,54063.0
79745,37.1,6561.0,85083.0
79748,24.9,536.0,80809.0
79749,38.9,578.0,
79752,39.0,2000.0,45625.0
79754,31.9,96.0,
79755,34.8,72.0,136635.0
79756,37.2,9632.0,72101.0
79758,34.6,2540.0,130489.0
79759,,,
79761,29.5,31521.0,66593.0
79762,31.4,39649.0,76569.0
79763,32.5,35940.0,54668.0
79764,32.2,25907.0,77249.0
79765,30.1,21210.0,96260.0
79766,29.4,11822.0,71346.0
79769,,,
79770,,,
79772,34.9,13305.0,57474.0
79776,,,
79777,35.4,138.0,
79778,42.8,1202.0,68883.0
79780,54.4,77.0,
79781,48.7,65.0,65972.0
79782,34.4,3972.0,73295.0
79783,34.7,90.0,158500.0
79785,67.5,30.0,
79788,26.9,798.0,71014.0
79789,32.8,1021.0,111875.0
79821,35.9,6678.0,55047.0
79830,47.7,7912.0,50584.0
79832,20.1,121.0,
79834,29.7,246.0,46462.0
79835,32.6,12378.0,36778.0
79836,27.6,7751.0,52129.0
79837,32.6,201.0,
79838,40.5,5470.0,36366.0
79839,26.7,1365.0,31863.0
79842,38.2,340.0,43064.0
79843,54.4,2814.0,31452.0
79845,24.5,3354.0,19650.0
79846,,,
79847,59.8,78.0,38864.0
79848,56.7,801.0,55469.0
79849,28.2,13200.0,43801.0
79851,31.6,1376.0,56563.0
79852,61.7,531.0,43112.0
79853,35.7,3007.0,62167.0
79854,68.8,133.0,30806.0
79855,47.4,2160.0,35326.0
79901,44.5,8747.0,14142.0
79902,39.5,19108.0,39414.0
79903,42.5,15729.0,35750.0
79904,31.6,31634.0,38476.0
79905,33.9,22133.0,24618.0
79906,21.6,5970.0,54326.0
79907,35.9,49169.0,40962.0
79908,19.2,4378.0,58929.0
79911,35.7,8844.0,116536.0
79912,34.5,76890.0,71324.0
79915,38.7,36737.0,35278.0
79916,22.8,3395.0,
79918,21.6,311.0,
79920,21.5,33.0,
79922,45.7,6796.0,90278.0
79924,33.9,60667.0,53555.0
79925,33.6,40001.0,55357.0
79927,35.4,42241.0,46581.0
79928,28.3,79330.0,67016.0
79930,35.1,25899.0,41953.0
79932,35.4,29269.0,80383.0
79934,29.5,26620.0,77010.0
79935,37.3,18815.0,62018.0
79936,33.9,107512.0,60981.0
79938,28.6,95452.0,70806.0
